"","X","h_hotelid","h_in_page","hotel_name","hotel_loc","h_dist_centro","h_dist_praia","h_num_stars","h_num_comments","h_prices","h_peq_almoco","h_canc_gratuito","h_quartos_restantes","h_score_medio"
"370",370,6880305,15,"Suíte Copa Luxo"," Copacabana","8 km do centro"," A 700 m da praia",NA,"0","€ 38",0,0,"0",""
"371",371,1265806,15,"Super Quarto Copacabana/Ipanema"," Copacabana","9 km do centro"," Em frente à praia",3,"0","€ 57",0,0,"0",""
"372",372,6856647,15,"Shark casa pero"," Rio de JaneiroMostrar no mapa","122 km do centro"," Em frente à praia",NA,"0","€ 57",0,0,"0",""
"373",373,6847819,15,"Green garden pousada"," Rio de JaneiroMostrar no mapa","66 km do centro","",3,"0","€ 40",0,0,"0",""
"374",374,6830781,15,"Lar Olivia"," Rio de JaneiroMostrar no mapa","23 km do centro","",NA,"0","€ 390",0,0,"0",""
"375",375,6807942,15,"Flat em Copacabana"," Copacabana","6 km do centro"," A 700 m da praia",NA,"0","€ 162",0,0,"0",""
"376",376,6854889,15,"Céu Verde Paraty"," Rio de JaneiroMostrar no mapa","161 km do centro"," A 850 m da praia",NA,"0","€ 54",0,0,"0",""
"377",377,4443231,15,"Copacabana , lindo, todo Reformado!"," Copacabana","8 km do centro"," A 450 m da praia",3,"0","€ 51",0,0,"1",""
"378",378,892641,15,"Leme Frontal Mar"," Leme","7 km do centro"," Em frente à praia",4,"0","€ 188",0,0,"0",""
"379",379,6618158,15,"Solar das Noivas - Fotos, Casamento e Núpcias!"," Cosme Velho","5 km do centro"," A 2,7 km da praia",4,"0","€ 451",0,0,"0",""
"380",380,4632684,15,"(Brand-New) Welcome Rio - Ipanema Beach - Posto 9"," Ipanema","9 km do centro"," A 700 m da praia",NA,"6","€ 185",0,0,"1","9,5"
"381",381,2940969,15,"Apartamento à 100m Praia Botafogo"," Flamengo","4,3 km do centro"," A 750 m da praia",NA,"0","€ 61",0,0,"0",""
"382",382,6403796,15,"Parque Carioca"," Jacarepaguá","24 km do centro","",NA,"0","€ 38",0,0,"1",""
"383",383,2389255,15,"Casa Guanabara (Hostel)"," Ilha do Governador","10 km do centro","",NA,"0","€ 24",0,0,"1",""
"384",384,1987563,15,"Majestic"," Jacarepaguá","22 km do centro","",NA,"4","€ 63",0,0,"1","8,5"
"385",385,1836356,15,"Quarto no Jardim Botânico"," Jardim Botânico","8 km do centro"," A 2,8 km da praia",NA,"0","€ 39",0,0,"1",""
"386",386,6129314,15,"QUARTOS EM CASA FAMILIAR"," Zona Norte","7 km do centro","",NA,"0","€ 50",0,0,"1",""
"387",387,1393723,15,"2 Bedroom Apartment Copacabana best location"," Copacabana","8 km do centro"," A 400 m da praia",3,"29","€ 481",0,0,"0","8,1"
"388",388,4686345,15,"POUSADA CANTINHO DA BARRA DA TIJUCA"," Barra da Tijuca","17 km do centro"," A 2,4 km da praia",NA,"0","€ 80",0,0,"1",""
"389",389,2485394,15,"Albergue cultural"," Jacarepaguá","25 km do centro","",NA,"16","€ 51",0,0,"1","7,6"
"390",390,6906520,15,"Angra Inn, lazer e conforto"," Rio de JaneiroMostrar no mapa","119 km do centro","",NA,"0","€ 49",0,0,"1",""
"391",391,1894000,15,"Aquarela do Leme"," Leme","6 km do centro"," Em frente à praia",NA,"528","€ 23",1,1,"0","9,4"
"392",392,349664,15,"Che Lagarto Hostel Copacabana"," Copacabana","7 km do centro"," A 900 m da praia",NA,"2 235","€ 17",0,0,"0","7,7"
"393",393,1906451,15,"Maracanã Hostel Vila Isabel"," Zona Norte","5 km do centro","",NA,"202","€ 9",0,0,"0","7,5"
"394",394,1683041,16,"Casa del Mar Hostel"," Copacabana","7 km do centro"," A 800 m da praia",NA,"740","€ 14",0,0,"0","8,1"
"395",395,5116821,16,"Brazilodge All Suites Leblon"," Leblon","10 km do centro"," A 500 m da praia",NA,"447","€ 17",0,0,"0","8,7"
"396",396,463871,16,"Discovery Hostel"," Glória","2,1 km do centro"," A 1,1 km da praia",NA,"422","€ 14",1,1,"0","8,8"
"397",397,313764,16,"Bamboo Rio Hostel"," Copacabana","7 km do centro"," A 900 m da praia",NA,"621","€ 15",0,0,"0","8,0"
"398",398,2018267,16,"Pontal do Duque"," Recreio dos Bandeirantes","33 km do centro"," A 400 m da praia",NA,"267","€ 20",0,0,"0","8,1"
"399",399,5787231,16,"Por el Mundo Hostel"," Centro do Rio de Janeiro","1,7 km do centro"," A 1,5 km da praia",NA,"76","€ 14",0,0,"0","9,3"
"400",400,6886848,16,"IPA GALLERY HOSTEL"," Copacabana","9 km do centro"," A 650 m da praia",NA,"0","€ 16",0,0,"0",""
"401",401,1765766,16,"Hostel by Hotel Galicia"," Centro do Rio de Janeiro","1,4 km do centro"," A 2,6 km da praia",NA,"421","€ 9",0,0,"0","6,8"
"402",402,1005677,16,"Hostel República Rio de Janeiro"," Catete","2,8 km do centro"," A 750 m da praia",NA,"314","€ 13",1,1,"0","7,8"
"403",403,331254,16,"Vidigal Hostel BAR"," Zona Sul","12 km do centro"," Em frente à praia",NA,"50","€ 10",0,0,"0","7,5"
"404",404,2063774,16,"Casa do Bill Recreio"," Recreio dos Bandeirantes","33 km do centro"," A 900 m da praia",NA,"90","€ 16",1,1,"0","8,7"
"405",405,887813,16,"Tupiniquim Hostel Rio de Janeiro"," Botafogo","6 km do centro"," A 1,2 km da praia",NA,"213","€ 12",0,0,"0","7,9"
"406",406,6018293,16,"Rio Nomad Guest House"," Botafogo","5 km do centro"," A 850 m da praia",NA,"11","€ 14",0,0,"0","7,7"
"407",407,6810076,16,"Hostel Flazao"," Santa Teresa","2,1 km do centro"," A 1,3 km da praia",NA,"0","€ 28",0,0,"0",""
"408",408,472376,16,"Mar da Babilônia Hostel"," Leme","6 km do centro"," A 650 m da praia",NA,"15","€ 14",0,0,"0","7,1"
"409",409,2176523,16,"Apartamento Santa Teresa"," Santa Teresa","2,4 km do centro"," A 1,4 km da praia",NA,"4","€ 35",0,0,"0","7,4"
"410",410,2138312,16,"Quarto compartilhado em Santa Teresa"," Santa Teresa","2,4 km do centro"," A 1,4 km da praia",NA,"9","€ 22",0,0,"0","7,7"
"411",411,286707,0,"Hotel Atlântico Business Centro"," Centro do Rio de Janeiro","1,1 km do centro"," A 2 km da praia",4,"11 525","€ 18",1,1,"0","8,1"
"412",412,369429,3,"Atlantico Sul Hotel"," Recreio dos Bandeirantes","33 km do centro"," Em frente à praia",4,"1 633","€ 66",1,1,"0","8,7"
"413",413,173163,3,"Augusto's Copacabana Hotel"," Copacabana","8 km do centro"," A 550 m da praia",4,"691","€ 46",0,0,"0","8,1"
"414",414,18533,5,"Hotel Canada"," Copacabana","7 km do centro"," A 450 m da praia",3,"622","€ 38",1,1,"1","8,4"
"415",415,410505,5,"Saionara Hotel"," Zona Norte","3,8 km do centro","",3,"1 428","€ 26",1,1,"1","8,5"
"416",416,246211,5,"Ipanema Inn Hotel"," Ipanema","9 km do centro"," A 750 m da praia",3,"750","€ 75",1,1,"1","8,9"
"417",417,1043847,9,"Apartamento Ipanema"," Ipanema","9 km do centro"," A 1,3 km da praia",3,"14","€ 80",0,0,"0","9,2"
